Entry	Ensembl_Protein	isomap:M20200405A94466D2655679D1FD8953E075198DA823CF7DE	Entry name	Status	Organism	Length
Q9UBL6	ENSP00000268720	ENSP00000268720 -> Q9UBL6-1	CPNE7_HUMAN	reviewed	Homo sapiens (Human)	633
Q86SG6	ENSP00000268766		NEK8_HUMAN	reviewed	Homo sapiens (Human)	692
Q9H4B8	ENSP00000268793		DPEP3_HUMAN	reviewed	Homo sapiens (Human)	488
Q3B7J2	ENSP00000268797	ENSP00000268797 -> Q3B7J2-1	GFOD2_HUMAN	reviewed	Homo sapiens (Human)	385
Q9ULX3	ENSP00000268802		NOB1_HUMAN	reviewed	Homo sapiens (Human)	412
O60256	ENSP00000268835	ENSP00000268835 -> O60256-1	KPRB_HUMAN	reviewed	Homo sapiens (Human)	369
Q8IWX7	ENSP00000268876	ENSP00000268876 -> Q8IWX7-1	UN45B_HUMAN	reviewed	Homo sapiens (Human)	931
Q9UKL6	ENSP00000268896	ENSP00000268896 -> Q9UKL6-1	PPCT_HUMAN	reviewed	Homo sapiens (Human)	214
Q8N4N8	ENSP00000268919		KIF2B_HUMAN	reviewed	Homo sapiens (Human)	673
Q9H201	ENSP00000268933	ENSP00000268933 -> Q9H201-1	EPN3_HUMAN	reviewed	Homo sapiens (Human)	632
O43147	ENSP00000268989	ENSP00000268989 -> O43147-2	SGSM2_HUMAN	reviewed	Homo sapiens (Human)	1006
Q96FV0	ENSP00000269025		LRC46_HUMAN	reviewed	Homo sapiens (Human)	321
P58872	ENSP00000269051	ENSP00000269051 -> P58872-1	RHBL3_HUMAN	reviewed	Homo sapiens (Human)	404
Q8IXA5	ENSP00000269053	ENSP00000269053 -> Q8IXA5-1	SACA3_HUMAN	reviewed	Homo sapiens (Human)	215
Q8WWZ4	ENSP00000269081	ENSP00000269081 -> Q8WWZ4-1	ABCAA_HUMAN	reviewed	Homo sapiens (Human)	1543
Q9BUM1	ENSP00000269097		G6PC3_HUMAN	reviewed	Homo sapiens (Human)	346
Q86WR6	ENSP00000269127		CQ064_HUMAN	reviewed	Homo sapiens (Human)	236
P19022	ENSP00000269141	ENSP00000269141 -> P19022-1	CADH2_HUMAN	reviewed	Homo sapiens (Human)	906
Q92750	ENSP00000269142	ENSP00000269142 -> Q92750-1	TAF4B_HUMAN	reviewed	Homo sapiens (Human)	862
Q9Y4W6	ENSP00000269143		AFG32_HUMAN	reviewed	Homo sapiens (Human)	797
O14732	ENSP00000269159	ENSP00000269159 -> O14732-1	IMPA2_HUMAN	reviewed	Homo sapiens (Human)	288
Q13433	ENSP00000269187	ENSP00000269187 -> Q13433-1	S39A6_HUMAN	reviewed	Homo sapiens (Human)	755
Q10472	ENSP00000269195	ENSP00000269195 -> Q10472-1	GALT1_HUMAN	reviewed	Homo sapiens (Human)	559
Q9C0F0	ENSP00000269197	ENSP00000269197 -> Q9C0F0-1	ASXL3_HUMAN	reviewed	Homo sapiens (Human)	2248
Q16820	ENSP00000269202		MEP1B_HUMAN	reviewed	Homo sapiens (Human)	701
Q9H706	ENSP00000269209	ENSP00000269209 -> Q9H706-1	GARE1_HUMAN	reviewed	Homo sapiens (Human)	876
Q5FWF5	ENSP00000269214	ENSP00000269214 -> Q5FWF5-1	ESCO1_HUMAN	reviewed	Homo sapiens (Human)	840
Q92908	ENSP00000269216	ENSP00000269216 -> Q92908-1	GATA6_HUMAN	reviewed	Homo sapiens (Human)	595
Q96DM3	ENSP00000269221		RMC1_HUMAN	reviewed	Homo sapiens (Human)	657
O15118	ENSP00000269228	ENSP00000269228 -> O15118-1	NPC1_HUMAN	reviewed	Homo sapiens (Human)	1278
Q9H091	ENSP00000269289	ENSP00000269289 -> Q9H091-3	ZMY15_HUMAN	reviewed	Homo sapiens (Human)	742
Q96F10	ENSP00000269298		SAT2_HUMAN	reviewed	Homo sapiens (Human)	170
P07306	ENSP00000269299	ENSP00000269299 -> P07306-1	ASGR1_HUMAN	reviewed	Homo sapiens (Human)	291
P04637	ENSP00000269305	ENSP00000269305 -> P04637-1	P53_HUMAN	reviewed	Homo sapiens (Human)	393
P52565	ENSP00000269321	ENSP00000269321 -> P52565-1	GDIR1_HUMAN	reviewed	Homo sapiens (Human)	204
Q9BSA4	ENSP00000269346	ENSP00000269346 -> Q9BSA4-1	TTYH2_HUMAN	reviewed	Homo sapiens (Human)	534
Q9HA64	ENSP00000269373		KT3K_HUMAN	reviewed	Homo sapiens (Human)	309
Q6PJ69	ENSP00000269383		TRI65_HUMAN	reviewed	Homo sapiens (Human)	517
Q9HC52	ENSP00000269385		CBX8_HUMAN	reviewed	Homo sapiens (Human)	389
Q8WVN6	ENSP00000269389		SCTM1_HUMAN	reviewed	Homo sapiens (Human)	248
Q96PX1	ENSP00000269391	ENSP00000269391 -> Q96PX1-1	RN157_HUMAN	reviewed	Homo sapiens (Human)	679
Q32MQ0	ENSP00000269394		ZN750_HUMAN	reviewed	Homo sapiens (Human)	723
O00257	ENSP00000269397	ENSP00000269397 -> O00257-1	CBX4_HUMAN	reviewed	Homo sapiens (Human)	560
Q6ZSG1	ENSP00000269439	ENSP00000269439 -> Q6ZSG1-1	RN165_HUMAN	reviewed	Homo sapiens (Human)	346
Q7RTS9	ENSP00000269445	ENSP00000269445 -> Q7RTS9-1	DYM_HUMAN	reviewed	Homo sapiens (Human)	669
Q9H777	ENSP00000269466		RNZ1_HUMAN	reviewed	Homo sapiens (Human)	363
Q96P63	ENSP00000269491	ENSP00000269491 -> Q96P63-1	SPB12_HUMAN	reviewed	Homo sapiens (Human)	405
Q9C0B9	ENSP00000269499	ENSP00000269499 -> Q9C0B9-1	ZCHC2_HUMAN	reviewed	Homo sapiens (Human)	1178
Q8IUK8	ENSP00000269503		CBLN2_HUMAN	reviewed	Homo sapiens (Human)	224
P04626	ENSP00000269571	ENSP00000269571 -> P04626-1	ERBB2_HUMAN	reviewed	Homo sapiens (Human)	1255
P13645	ENSP00000269576		K1C10_HUMAN	reviewed	Homo sapiens (Human)	584
P11086	ENSP00000269582		PNMT_HUMAN	reviewed	Homo sapiens (Human)	282
A6NH57	ENSP00000269586		ARL5C_HUMAN	reviewed	Homo sapiens (Human)	179
P22692	ENSP00000269593	ENSP00000269593 -> P22692-1	IBP4_HUMAN	reviewed	Homo sapiens (Human)	258
P83876	ENSP00000269601		TXN4A_HUMAN	reviewed	Homo sapiens (Human)	142
O43823	ENSP00000269701		AKAP8_HUMAN	reviewed	Homo sapiens (Human)	692
Q6NT55	ENSP00000269703		CP4FN_HUMAN	reviewed	Homo sapiens (Human)	531
A0A044PY82	ENSP00000269720		A0A044PY82_HUMAN	unreviewed	Homo sapiens (Human)	361
Q9BRY0	ENSP00000269740	ENSP00000269740 -> Q9BRY0-1	S39A3_HUMAN	reviewed	Homo sapiens (Human)	314
Q6NX49	ENSP00000269829		ZN544_HUMAN	reviewed	Homo sapiens (Human)	715
Q96PE6	ENSP00000269834		ZIM3_HUMAN	reviewed	Homo sapiens (Human)	472
P57071	ENSP00000269844	ENSP00000269844 -> P57071-1	PRD15_HUMAN	reviewed	Homo sapiens (Human)	1507
P17858	ENSP00000269848	ENSP00000269848 -> P17858-1	PFKAL_HUMAN	reviewed	Homo sapiens (Human)	780
Q9BSK4	ENSP00000269856		FEM1A_HUMAN	reviewed	Homo sapiens (Human)	669
Q96Q77	ENSP00000269878	ENSP00000269878 -> Q96Q77-1	CIB3_HUMAN	reviewed	Homo sapiens (Human)	187
Q96L12	ENSP00000269881		CALR3_HUMAN	reviewed	Homo sapiens (Human)	384
Q99961	ENSP00000269886	ENSP00000269886 -> Q99961-1	SH3G1_HUMAN	reviewed	Homo sapiens (Human)	368
Q9NXJ5	ENSP00000269919	ENSP00000269919 -> Q9NXJ5-1	PGPI_HUMAN	reviewed	Homo sapiens (Human)	209
Q8IXT2	ENSP00000269945	ENSP00000269945 -> Q8IXT2-1	DMRTD_HUMAN	reviewed	Homo sapiens (Human)	367
Q96F63	ENSP00000269967		CCD97_HUMAN	reviewed	Homo sapiens (Human)	343
Q02386	ENSP00000269973		ZNF45_HUMAN	reviewed	Homo sapiens (Human)	682
P12694	ENSP00000269980	ENSP00000269980 -> P12694-1	ODBA_HUMAN	reviewed	Homo sapiens (Human)	445
Q9HCL3	ENSP00000270001		ZFP14_HUMAN	reviewed	Homo sapiens (Human)	533
Q9BWG4	ENSP00000270061	ENSP00000270061 -> Q9BWG4-1	SSBP4_HUMAN	reviewed	Homo sapiens (Human)	385
Q9H0W8	ENSP00000270066	ENSP00000270066 -> Q9H0W8-1	SMG9_HUMAN	reviewed	Homo sapiens (Human)	520
Q00887	ENSP00000270077	ENSP00000270077 -> Q00887-1	PSG9_HUMAN	reviewed	Homo sapiens (Human)	426
P57058	ENSP00000270112		HUNK_HUMAN	reviewed	Homo sapiens (Human)	714
Q8IYG6	ENSP00000270115		LRC56_HUMAN	reviewed	Homo sapiens (Human)	542
P17181	ENSP00000270139	ENSP00000270139 -> P17181-1	INAR1_HUMAN	reviewed	Homo sapiens (Human)	557
P00441	ENSP00000270142		SODC_HUMAN	reviewed	Homo sapiens (Human)	154
P57059	ENSP00000270162		SIK1_HUMAN	reviewed	Homo sapiens (Human)	783
Q9UJW3	ENSP00000270172	ENSP00000270172 -> Q9UJW3-2	DNM3L_HUMAN	reviewed	Homo sapiens (Human)	386
Q96KG9	ENSP00000270176	ENSP00000270176 -> Q96KG9-1	SCYL1_HUMAN	reviewed	Homo sapiens (Human)	808
P54852	ENSP00000270221		EMP3_HUMAN	reviewed	Homo sapiens (Human)	163
Q09019	ENSP00000270223		DMWD_HUMAN	reviewed	Homo sapiens (Human)	674
Q9UBE0	ENSP00000270225	ENSP00000270225 -> Q9UBE0-1	SAE1_HUMAN	reviewed	Homo sapiens (Human)	346
P50895	ENSP00000270233		BCAM_HUMAN	reviewed	Homo sapiens (Human)	628
Q8WTR8	ENSP00000270235	ENSP00000270235 -> Q8WTR8-1	NET5_HUMAN	reviewed	Homo sapiens (Human)	489
A0A0A0MQW5	ENSP00000270238		A0A0A0MQW5_HUMAN	unreviewed	Homo sapiens (Human)	1489
Q9H840	ENSP00000270257		GEMI7_HUMAN	reviewed	Homo sapiens (Human)	131
P58549	ENSP00000270310		FXYD7_HUMAN	reviewed	Homo sapiens (Human)	80
A0A0A0MQW6	ENSP00000270328		A0A0A0MQW6_HUMAN	unreviewed	Homo sapiens (Human)	1103
Q01959	ENSP00000270349		SC6A3_HUMAN	reviewed	Homo sapiens (Human)	620
Q9HAU8	ENSP00000270357		RNPL1_HUMAN	reviewed	Homo sapiens (Human)	725
A0A1X7SBR8	ENSP00000270458		A0A1X7SBR8_HUMAN	unreviewed	Homo sapiens (Human)	425
Q9BSF4	ENSP00000270502		TIM29_HUMAN	reviewed	Homo sapiens (Human)	260
Q9BQ95	ENSP00000270517	ENSP00000270517 -> Q9BQ95-1	ECSIT_HUMAN	reviewed	Homo sapiens (Human)	431
O43615	ENSP00000270538		TIM44_HUMAN	reviewed	Homo sapiens (Human)	452
O14894	ENSP00000270560		T4S5_HUMAN	reviewed	Homo sapiens (Human)	197
Q96FL8	ENSP00000270570	ENSP00000270570 -> Q96FL8-1	S47A1_HUMAN	reviewed	Homo sapiens (Human)	570
Q8TBB5	ENSP00000270583	ENSP00000270583 -> Q8TBB5-1	KLDC4_HUMAN	reviewed	Homo sapiens (Human)	520
P28072	ENSP00000270586		PSB6_HUMAN	reviewed	Homo sapiens (Human)	239
O75388	ENSP00000270590		GPR32_HUMAN	reviewed	Homo sapiens (Human)	356
Q9BZG2	ENSP00000270593	ENSP00000270593 -> Q9BZG2-1	PPAT_HUMAN	reviewed	Homo sapiens (Human)	426
P62280	ENSP00000270625		RS11_HUMAN	reviewed	Homo sapiens (Human)	158
Q96A98	ENSP00000270631		TIP39_HUMAN	reviewed	Homo sapiens (Human)	100
A6NGN9	ENSP00000270642		IGLO5_HUMAN	reviewed	Homo sapiens (Human)	336
Q96D15	ENSP00000270645		RCN3_HUMAN	reviewed	Homo sapiens (Human)	328
Q8N883	ENSP00000270649	ENSP00000270649 -> Q8N883-1	ZN614_HUMAN	reviewed	Homo sapiens (Human)	585
Q9P2S5	ENSP00000270708		WRP73_HUMAN	reviewed	Homo sapiens (Human)	460
Q9HAZ2	ENSP00000270722	ENSP00000270722 -> Q9HAZ2-1	PRD16_HUMAN	reviewed	Homo sapiens (Human)	1276
Q8IW93	ENSP00000270747	ENSP00000270747 -> Q8IW93-1	ARHGJ_HUMAN	reviewed	Homo sapiens (Human)	802
P52209	ENSP00000270776	ENSP00000270776 -> P52209-1	6PGD_HUMAN	reviewed	Homo sapiens (Human)	483
Q9H299	ENSP00000270792		SH3L3_HUMAN	reviewed	Homo sapiens (Human)	93
Q8N6P7	ENSP00000270800		I22R1_HUMAN	reviewed	Homo sapiens (Human)	574
Q9NVM1	ENSP00000270824		EVA1B_HUMAN	reviewed	Homo sapiens (Human)	165
O00444	ENSP00000270861	ENSP00000270861 -> O00444-1	PLK4_HUMAN	reviewed	Homo sapiens (Human)	970
O75636	ENSP00000270879	ENSP00000270879 -> O75636-1	FCN3_HUMAN	reviewed	Homo sapiens (Human)	299
Q9GZM7	ENSP00000271064	ENSP00000271064 -> Q9GZM7-1	TINAL_HUMAN	reviewed	Homo sapiens (Human)	467
X6R3L3	ENSP00000271139		X6R3L3_HUMAN	unreviewed	Homo sapiens (Human)	268
Q8N4M1	ENSP00000271227	ENSP00000271227 -> Q8N4M1-1	CTL3_HUMAN	reviewed	Homo sapiens (Human)	653
Q5T0N5	ENSP00000271234	ENSP00000271234 -> Q5T0N5-1	FBP1L_HUMAN	reviewed	Homo sapiens (Human)	605
Q9P2B4	ENSP00000271277		CT2NL_HUMAN	reviewed	Homo sapiens (Human)	639
P28066	ENSP00000271308	ENSP00000271308 -> P28066-1	PSA5_HUMAN	reviewed	Homo sapiens (Human)	241
P19397	ENSP00000271324		CD53_HUMAN	reviewed	Homo sapiens (Human)	219
P58294	ENSP00000271331		PROK1_HUMAN	reviewed	Homo sapiens (Human)	105
Q9HCU4	ENSP00000271332		CELR2_HUMAN	reviewed	Homo sapiens (Human)	2923
O95562	ENSP00000271375		SFT2B_HUMAN	reviewed	Homo sapiens (Human)	160
Q71H61	ENSP00000271417		ILDR2_HUMAN	reviewed	Homo sapiens (Human)	639
P12318	ENSP00000271450	ENSP00000271450 -> P12318-1	FCG2A_HUMAN	reviewed	Homo sapiens (Human)	317
Q9BZD4	ENSP00000271452		NUF2_HUMAN	reviewed	Homo sapiens (Human)	464
Q92733	ENSP00000271526		PRCC_HUMAN	reviewed	Homo sapiens (Human)	491
Q96PJ5	ENSP00000271532	ENSP00000271532 -> Q96PJ5-1	FCRL4_HUMAN	reviewed	Homo sapiens (Human)	515
Q14814	ENSP00000271555	ENSP00000271555 -> Q14814-1	MEF2D_HUMAN	reviewed	Homo sapiens (Human)	521
Q96RW7	ENSP00000271588	ENSP00000271588 -> Q96RW7-1	HMCN1_HUMAN	reviewed	Homo sapiens (Human)	5635
Q86TP1	ENSP00000271620	ENSP00000271620 -> Q86TP1-1	PRUN1_HUMAN	reviewed	Homo sapiens (Human)	453
Q15427	ENSP00000271628		SF3B4_HUMAN	reviewed	Homo sapiens (Human)	424
Q9P2M7	ENSP00000271636		CING_HUMAN	reviewed	Homo sapiens (Human)	1197
P31949	ENSP00000271638		S10AB_HUMAN	reviewed	Homo sapiens (Human)	105
Q15047	ENSP00000271640	ENSP00000271640 -> Q15047-1	SETB1_HUMAN	reviewed	Homo sapiens (Human)	1291
P43235	ENSP00000271651		CATK_HUMAN	reviewed	Homo sapiens (Human)	329
Q96G23	ENSP00000271688		CERS2_HUMAN	reviewed	Homo sapiens (Human)	380
Q7Z3K3	ENSP00000271715	ENSP00000271715 -> Q7Z3K3-1	POGZ_HUMAN	reviewed	Homo sapiens (Human)	1410
Q9H4A5	ENSP00000271732	ENSP00000271732 -> Q9H4A5-1	GLP3L_HUMAN	reviewed	Homo sapiens (Human)	285
O95259	ENSP00000271751	ENSP00000271751 -> O95259-1	KCNH1_HUMAN	reviewed	Homo sapiens (Human)	989
P41214	ENSP00000271764	ENSP00000271764 -> P41214-1	EIF2D_HUMAN	reviewed	Homo sapiens (Human)	584
Q9UBG3	ENSP00000271835		CRNN_HUMAN	reviewed	Homo sapiens (Human)	495
O76095	ENSP00000271843	ENSP00000271843 -> O76095-1	JTB_HUMAN	reviewed	Homo sapiens (Human)	146
O14815	ENSP00000271971	ENSP00000271971 -> O14815-1	CAN9_HUMAN	reviewed	Homo sapiens (Human)	690
P24666	ENSP00000272067	ENSP00000272067 -> P24666-2	PPAC_HUMAN	reviewed	Homo sapiens (Human)	158
Q6IQ49	ENSP00000272091	ENSP00000272091 -> Q6IQ49-1	SDE2_HUMAN	reviewed	Homo sapiens (Human)	451
Q8TBE1	ENSP00000272133		CNIH3_HUMAN	reviewed	Homo sapiens (Human)	160
O75610	ENSP00000272134		LFTY1_HUMAN	reviewed	Homo sapiens (Human)	366
Q9BU76	ENSP00000272139	ENSP00000272139 -> Q9BU76-1	MMTA2_HUMAN	reviewed	Homo sapiens (Human)	263
O14904	ENSP00000272164		WNT9A_HUMAN	reviewed	Homo sapiens (Human)	365
P00797	ENSP00000272190	ENSP00000272190 -> P00797-1	RENI_HUMAN	reviewed	Homo sapiens (Human)	406
O75335	ENSP00000272198	ENSP00000272198 -> O75335-1	LIPA4_HUMAN	reviewed	Homo sapiens (Human)	1185
Q9Y2H5	ENSP00000272203		PKHA6_HUMAN	reviewed	Homo sapiens (Human)	1048
Q96BM9	ENSP00000272217		ARL8A_HUMAN	reviewed	Homo sapiens (Human)	186
Q8TAX0	ENSP00000272223		OSR1_HUMAN	reviewed	Homo sapiens (Human)	266
Q7Z4P5	ENSP00000272224		GDF7_HUMAN	reviewed	Homo sapiens (Human)	450
P62745	ENSP00000272233		RHOB_HUMAN	reviewed	Homo sapiens (Human)	196
Q8NEY4	ENSP00000272238	ENSP00000272238 -> Q8NEY4-1	VATC2_HUMAN	reviewed	Homo sapiens (Human)	427
Q96C23	ENSP00000272252		GALM_HUMAN	reviewed	Homo sapiens (Human)	342
Q9H221	ENSP00000272286	ENSP00000272286 -> Q9H221-1	ABCG8_HUMAN	reviewed	Homo sapiens (Human)	673
P0DP24	ENSP00000272298		CALM2_HUMAN	reviewed	Homo sapiens (Human)	149
P62979	ENSP00000272317		RS27A_HUMAN	reviewed	Homo sapiens (Human)	156
O95876	ENSP00000272321	ENSP00000272321 -> O95876-1	FRITZ_HUMAN	reviewed	Homo sapiens (Human)	746
Q9P1Q0	ENSP00000272322	ENSP00000272322 -> Q9P1Q0-1	VPS54_HUMAN	reviewed	Homo sapiens (Human)	977
Q6UW15	ENSP00000272324	ENSP00000272324 -> Q6UW15-1	REG3G_HUMAN	reviewed	Homo sapiens (Human)	175
Q9NY74	ENSP00000272342		ETAA1_HUMAN	reviewed	Homo sapiens (Human)	926
P62308	ENSP00000272348		RUXG_HUMAN	reviewed	Homo sapiens (Human)	76
Q8N1N0	ENSP00000272367	ENSP00000272367 -> Q8N1N0-1	CLC4F_HUMAN	reviewed	Homo sapiens (Human)	589
O00470	ENSP00000272369	ENSP00000272369 -> O00470-1	MEIS1_HUMAN	reviewed	Homo sapiens (Human)	390
Q9HC10	ENSP00000272371	ENSP00000272371 -> Q9HC10-1	OTOF_HUMAN	reviewed	Homo sapiens (Human)	1997
Q96BQ3	ENSP00000272395		TRI43_HUMAN	reviewed	Homo sapiens (Human)	446
P82675	ENSP00000272418	ENSP00000272418 -> P82675-1	RT05_HUMAN	reviewed	Homo sapiens (Human)	430
Q9Y3C4	ENSP00000272424	ENSP00000272424 -> Q9Y3C4-1	TPRKB_HUMAN	reviewed	Homo sapiens (Human)	175
Q9UHE5	ENSP00000272425		NAT8_HUMAN	reviewed	Homo sapiens (Human)	227
Q9Y2D4	ENSP00000272427	ENSP00000272427 -> Q9Y2D4-1	EXC6B_HUMAN	reviewed	Homo sapiens (Human)	811
Q9BST9	ENSP00000272430	ENSP00000272430 -> Q9BST9-1	RTKN_HUMAN	reviewed	Homo sapiens (Human)	563
Q8TD22	ENSP00000272433		SFXN5_HUMAN	reviewed	Homo sapiens (Human)	340
Q6UWH6	ENSP00000272438		TX261_HUMAN	reviewed	Homo sapiens (Human)	196
O75319	ENSP00000272444	ENSP00000272444 -> O75319-1	DUS11_HUMAN	reviewed	Homo sapiens (Human)	377
O75897	ENSP00000272452	ENSP00000272452 -> O75897-1	ST1C4_HUMAN	reviewed	Homo sapiens (Human)	302
Q13021	ENSP00000272462		MALL_HUMAN	reviewed	Homo sapiens (Human)	153
P11234	ENSP00000272519	ENSP00000272519 -> P11234-1	RALB_HUMAN	reviewed	Homo sapiens (Human)	206
Q7Z5L3	ENSP00000272520		C1QL2_HUMAN	reviewed	Homo sapiens (Human)	287
Q8WUM9	ENSP00000272542		S20A1_HUMAN	reviewed	Homo sapiens (Human)	679
Q92575	ENSP00000272638		UBXN4_HUMAN	reviewed	Homo sapiens (Human)	508
O95156	ENSP00000272641		NXPH2_HUMAN	reviewed	Homo sapiens (Human)	264
O15514	ENSP00000272645		RPB4_HUMAN	reviewed	Homo sapiens (Human)	142
Q6DCA0	ENSP00000272647		AMERL_HUMAN	reviewed	Homo sapiens (Human)	310
Q0VDG4	ENSP00000272732	ENSP00000272732 -> Q0VDG4-1	SCRN3_HUMAN	reviewed	Homo sapiens (Human)	424
Q9C0E8	ENSP00000272748	ENSP00000272748 -> Q9C0E8-1	LNP_HUMAN	reviewed	Homo sapiens (Human)	428
Q9UIK5	ENSP00000272771	ENSP00000272771 -> Q9UIK5-1	TEFF2_HUMAN	reviewed	Homo sapiens (Human)	374
P49190	ENSP00000272847		PTH2R_HUMAN	reviewed	Homo sapiens (Human)	550
Q8IVL8	ENSP00000272852		CBPO_HUMAN	reviewed	Homo sapiens (Human)	374
Q86UK0	ENSP00000272895	ENSP00000272895 -> Q86UK0-1	ABCAC_HUMAN	reviewed	Homo sapiens (Human)	2595
Q8NBK3	ENSP00000272902	ENSP00000272902 -> Q8NBK3-1	SUMF1_HUMAN	reviewed	Homo sapiens (Human)	374
Q9P242	ENSP00000272907	ENSP00000272907 -> Q9P242-1	NYAP2_HUMAN	reviewed	Homo sapiens (Human)	653
P25106	ENSP00000272928		ACKR3_HUMAN	reviewed	Homo sapiens (Human)	362
Q96HZ4	ENSP00000272937	ENSP00000272937 -> Q96HZ4-1	HES6_HUMAN	reviewed	Homo sapiens (Human)	224
P20339	ENSP00000273047	ENSP00000273047 -> P20339-1	RAB5A_HUMAN	reviewed	Homo sapiens (Human)	215
Q9GZU7	ENSP00000273062	ENSP00000273062 -> Q9GZU7-1	CTDS1_HUMAN	reviewed	Homo sapiens (Human)	261
P48751	ENSP00000273063	ENSP00000273063 -> P48751-3	B3A3_HUMAN	reviewed	Homo sapiens (Human)	1232
Q92600	ENSP00000273064	ENSP00000273064 -> Q92600-1	CNOT9_HUMAN	reviewed	Homo sapiens (Human)	299
Q9P2E8	ENSP00000273067		MARH4_HUMAN	reviewed	Homo sapiens (Human)	410
Q9ULA0	ENSP00000273075		DNPEP_HUMAN	reviewed	Homo sapiens (Human)	475
Q8N490	ENSP00000273077	ENSP00000273077 -> Q8N490-1	PNKD_HUMAN	reviewed	Homo sapiens (Human)	385
Q9Y6G9	ENSP00000273130		DC1L1_HUMAN	reviewed	Homo sapiens (Human)	523
Q96S65	ENSP00000273153		CSRN1_HUMAN	reviewed	Homo sapiens (Human)	589
Q9Y267	ENSP00000273173		S22AE_HUMAN	reviewed	Homo sapiens (Human)	594
O15194	ENSP00000273179	ENSP00000273179 -> O15194-1	CTDSL_HUMAN	reviewed	Homo sapiens (Human)	276
Q99469	ENSP00000273183		STAC_HUMAN	reviewed	Homo sapiens (Human)	402
O75915	ENSP00000273258		PRAF3_HUMAN	reviewed	Homo sapiens (Human)	188
Q96JA1	ENSP00000273261	ENSP00000273261 -> Q96JA1-1	LRIG1_HUMAN	reviewed	Homo sapiens (Human)	1093
P19827	ENSP00000273283	ENSP00000273283 -> P19827-1	ITIH1_HUMAN	reviewed	Homo sapiens (Human)	911
Q9HBL6	ENSP00000273286	ENSP00000273286 -> Q9HBL6-1	LRTM1_HUMAN	reviewed	Homo sapiens (Human)	345
Q9Y2B0	ENSP00000273308	ENSP00000273308 -> Q9Y2B0-1	CNPY2_HUMAN	reviewed	Homo sapiens (Human)	182
Q9UGP4	ENSP00000273317		LIMD1_HUMAN	reviewed	Homo sapiens (Human)	676
Q9P0L1	ENSP00000273320	ENSP00000273320 -> Q9P0L1-1	ZKSC7_HUMAN	reviewed	Homo sapiens (Human)	754
Q96K78	ENSP00000273352		AGRG7_HUMAN	reviewed	Homo sapiens (Human)	797
Q9Y2K3	ENSP00000273353		MYH15_HUMAN	reviewed	Homo sapiens (Human)	1946
Q9NUJ1	ENSP00000273359	ENSP00000273359 -> Q9NUJ1-1	ABHDA_HUMAN	reviewed	Homo sapiens (Human)	306
Q53H76	ENSP00000273371	ENSP00000273371 -> Q53H76-1	PLA1A_HUMAN	reviewed	Homo sapiens (Human)	456
Q5HYI8	ENSP00000273375		RABL3_HUMAN	reviewed	Homo sapiens (Human)	236
Q7Z4T9	ENSP00000273390	ENSP00000273390 -> Q7Z4T9-7	CFA91_HUMAN	reviewed	Homo sapiens (Human)	767
P38606	ENSP00000273398	ENSP00000273398 -> P38606-1	VATA_HUMAN	reviewed	Homo sapiens (Human)	617
O75891	ENSP00000273450	ENSP00000273450 -> O75891-3	AL1L1_HUMAN	reviewed	Homo sapiens (Human)	902
Q9UBF6	ENSP00000273480	ENSP00000273480 -> Q9UBF6-1	RBX2_HUMAN	reviewed	Homo sapiens (Human)	113
Q9ULR0	ENSP00000273541	ENSP00000273541 -> Q9ULR0-2	ISY1_HUMAN	reviewed	Homo sapiens (Human)	285
P02794	ENSP00000273550		FRIH_HUMAN	reviewed	Homo sapiens (Human)	183
P48728	ENSP00000273588	ENSP00000273588 -> P48728-1	GCST_HUMAN	reviewed	Homo sapiens (Human)	403
P57738	ENSP00000273590		TCTA_HUMAN	reviewed	Homo sapiens (Human)	103
Q9BUJ0	ENSP00000273596		ABHEA_HUMAN	reviewed	Homo sapiens (Human)	271
Q9BSH3	ENSP00000273598	ENSP00000273598 -> Q9BSH3-1	NICN1_HUMAN	reviewed	Homo sapiens (Human)	213
Q96RP3	ENSP00000273610		UCN2_HUMAN	reviewed	Homo sapiens (Human)	112
Q9Y2K9	ENSP00000273666	ENSP00000273666 -> Q9Y2K9-1	STB5L_HUMAN	reviewed	Homo sapiens (Human)	1186
Q96CJ1	ENSP00000273668	ENSP00000273668 -> Q96CJ1-1	EAF2_HUMAN	reviewed	Homo sapiens (Human)	260
Q96DZ7	ENSP00000273695	ENSP00000273695 -> Q96DZ7-1	T4S19_HUMAN	reviewed	Homo sapiens (Human)	209
P52824	ENSP00000273814		DGKQ_HUMAN	reviewed	Homo sapiens (Human)	942
Q03188	ENSP00000273853	ENSP00000273853 -> Q03188-1	CENPC_HUMAN	reviewed	Homo sapiens (Human)	943
Q9Y5Q5	ENSP00000273857	ENSP00000273857 -> Q9Y5Q5-1	CORIN_HUMAN	reviewed	Homo sapiens (Human)	1042
Q9P241	ENSP00000273859	ENSP00000273859 -> Q9P241-1	AT10D_HUMAN	reviewed	Homo sapiens (Human)	1426
Q96EP9	ENSP00000273861		NTCP4_HUMAN	reviewed	Homo sapiens (Human)	437
Q3KNW5	ENSP00000273905		SOAT_HUMAN	reviewed	Homo sapiens (Human)	377
Q9UHY7	ENSP00000273920	ENSP00000273920 -> Q9UHY7-1	ENOPH_HUMAN	reviewed	Homo sapiens (Human)	261
Q96KC9	ENSP00000273936		CABS1_HUMAN	reviewed	Homo sapiens (Human)	395
